# index x y z
7408 0.96899 0.373067 0.998247
7409 0.971624 0.372799 0.997002
7410 0.977054 0.372291 0.998609
7411 0.9762 0.372322 0.993791
7412 0.975335 0.372354 0.988984
7413 0.971648 0.372628 0.98135
7414 0.973571 0.372421 0.979403
7415 0.97761 0.372033 0.979578
7416 0.980951 0.371704 0.979038
7417 0.983589 0.371436 0.977788
7418 0.986229 0.371167 0.976536
7419 0.985318 0.371204 0.971776
7420 0.980122 0.37161 0.962828
7421 0.975612 0.371957 0.954606
7422 0.971077 0.372307 0.946411
7423 0.96795 0.372537 0.939631
7424 0.968393 0.372459 0.936341
7425 0.970268 0.372257 0.934443
7426 0.972144 0.372055 0.932545
7427 0.97763 0.371541 0.934096
7428 0.980959 0.371214 0.933567
7429 0.982844 0.371011 0.931659
7430 0.983277 0.370934 0.928379
7431 0.983705 0.370857 0.925105
7432 0.984127 0.370781 0.921837
7433 0.988195 0.37039 0.921982
7434 0.995198 0.369743 0.924838
7435 1.01175 0.368268 0.936496
7436 1.02836 0.366788 0.948098
7437 1.04061 0.365684 0.95559
7438 1.04479 0.36528 0.955623
7439 1.04528 0.365197 0.952283
7440 1.04355 0.365307 0.946934
7441 1.03958 0.365612 0.939588
7442 1.03558 0.365919 0.932265
7443 1.03008 0.366358 0.923629
7444 1.02678 0.366606 0.91702
7445 1.02646 0.366595 0.913089
7446 1.02762 0.366455 0.910492
7447 1.02878 0.366315 0.907898
7448 1.02918 0.366241 0.904647
7449 1.03034 0.366101 0.90206
7450 1.03224 0.365897 0.900133
7451 1.03641 0.365494 0.900175
7452 1.04361 0.364826 0.902827
7453 1.05766 0.363559 0.911339
7454 1.08087 0.361491 0.927628
7455 1.10035 0.359747 0.940587
7456 1.11684 0.358263 0.950884
7457 2.21545 0.248208 0.593311
7458 2.20711 0.248952 0.587544
7459 2.19763 0.249803 0.58151
7460 2.18924 0.250553 0.5758
7461 2.18416 0.250992 0.570994
7462 2.17906 0.251434 0.566207
7463 2.17507 0.251772 0.561728
7464 2.17217 0.252007 0.557554
7465 2.1659 0.252559 0.552536
7466 2.15848 0.253219 0.547256
7467 2.15329 0.253671 0.542568
7468 2.15033 0.253913 0.538462
7469 2.14172 0.254686 0.53297
7470 2.13647 0.255144 0.528342
7471 2.13119 0.255604 0.523733
7472 2.1259 0.256066 0.519145
7473 2.11946 0.256637 0.514301
7474 2.11639 0.25689 0.5103
7475 2.11331 0.257145 0.506313
7476 2.11022 0.257401 0.50234
7477 2.10484 0.257873 0.497843
7478 2.09944 0.258347 0.493366
7479 2.09744 0.258501 0.489707
7480 2.09314 0.258872 0.48553
7481 2.08655 0.259459 0.480843
7482 2.08565 0.25951 0.477488
7483 2.0836 0.259669 0.473882
7484 0.93386 0.373655 0.989428
7485 0.94812 0.37236 1.00056
7486 0.952105 0.371972 1.00079
7487 0.956097 0.371582 1.00101
7488 0.958715 0.371314 0.999781
7489 0.962029 0.370984 0.999268
7490 0.965348 0.370654 0.99875
7491 0.968673 0.370322 0.998225
7492 0.972003 0.369991 0.997695
7493 0.976037 0.369597 0.997874
7494 0.976582 0.369512 0.994482
7495 0.975018 0.369613 0.988962
7496 0.972036 0.369841 0.982038
7497 0.973256 0.369696 0.979382
7498 0.977294 0.369302 0.979556
7499 0.980634 0.368969 0.979016
7500 0.983272 0.368699 0.977767
7501 0.985203 0.368491 0.975812
7502 0.984292 0.368536 0.971053
7503 0.979097 0.368962 0.962107
7504 0.973874 0.369391 0.953189
7505 0.969338 0.369759 0.944995
7506 0.966926 0.369939 0.938914
7507 0.967368 0.369865 0.935626
7508 0.969242 0.369663 0.933729
7509 0.971837 0.369397 0.932524
7510 0.977321 0.368874 0.934074
7511 0.983543 0.368284 0.9363
7512 0.986158 0.368016 0.935073
7513 0.986599 0.367942 0.931786
7514 0.987034 0.367869 0.928505
7515 0.987463 0.367796 0.92523
7516 0.990807 0.367463 0.924686
7517 0.997815 0.366802 0.927536
7518 1.01217 0.365484 0.937153
7519 1.02804 0.364029 0.948077
7520 1.03882 0.36303 0.954216
7521 1.04152 0.362753 0.952903
7522 1.04201 0.362673 0.949569
7523 1.04101 0.362728 0.944897
7524 1.03852 0.362916 0.938896
7525 1.0323 0.363439 0.929568
7526 1.02753 0.363832 0.921606
7527 1.02423 0.364093 0.915001
7528 1.02316 0.364156 0.910409
7529 1.02357 0.364085 0.907155
7530 1.02547 0.363881 0.90523
7531 1.02662 0.363744 0.902644
7532 1.02852 0.363539 0.90072
7533 1.03117 0.363267 0.899454
7534 1.03534 0.362859 0.899497
7535 1.04254 0.362177 0.902151
7536 1.05507 0.361016 0.909357
7537 1.07903 0.358824 0.926303
7538 1.10078 0.35683 0.941215
7539 1.11804 0.35524 0.952159
7540 2.21721 0.244063 0.593874
7541 2.20888 0.244826 0.588104
7542 2.19829 0.245806 0.581774
7543 2.19213 0.246362 0.576649
7544 2.18706 0.246815 0.571838
7545 2.18309 0.247162 0.567337
7546 2.1791 0.247512 0.562853
7547 2.17509 0.247863 0.558386
7548 2.1677 0.248538 0.553078
7549 2.16141 0.249108 0.54808
7550 2.1551 0.24968 0.543104
7551 2.15214 0.249932 0.538996
7552 2.14354 0.250725 0.533501
7553 2.13829 0.251196 0.52887
7554 2.13302 0.25167 0.524259
7555 2.1266 0.252254 0.519392
7556 2.12016 0.25284 0.514547
7557 2.1171 0.253103 0.510544
7558 2.11289 0.253477 0.506284
7559 2.10866 0.253852 0.502041
7560 2.10442 0.254228 0.497815
7561 2.10016 0.254607 0.493605
7562 2.09702 0.254878 0.489679
7563 2.09273 0.25526 0.485501
7564 2.08956 0.255534 0.481605
7565 2.08638 0.25581 0.477722
7566 2.08433 0.255977 0.474114
7567 0.948493 0.369579 1.00127
7568 0.953166 0.369121 1.00222
7569 0.956471 0.368788 1.00171
7570 0.958399 0.368581 0.99976
7571 0.962405 0.368184 0.999966
7572 0.965725 0.36785 0.999446
7573 0.968356 0.367578 0.998204
7574 0.972382 0.367179 0.998389
7575 0.977813 0.366651 0.999993
7576 0.979061 0.366505 0.997309
7577 0.976803 0.36668 0.991073
7578 0.974529 0.366857 0.984854
7579 0.972941 0.366972 0.97936
7580 0.975569 0.3667 0.978121
7581 0.978906 0.366364 0.977584
7582 0.981541 0.366092 0.976337
7583 0.984178 0.365819 0.975088
7584 0.983266 0.365872 0.97033
7585 0.978784 0.366253 0.962085
7586 0.974276 0.366636 0.953866
7587 0.969744 0.367022 0.945671
7588 0.968051 0.367147 0.940284
7589 0.968496 0.367077 0.936993
7590 0.969654 0.366941 0.934401
7591 0.97225 0.366673 0.933194
7592 0.978456 0.366073 0.935433
7593 0.984679 0.365472 0.937655
7594 0.988022 0.365135 0.937113
7595 0.989918 0.364931 0.935193
7596 0.989633 0.364927 0.931221
7597 0.990068 0.364858 0.92794
7598 0.992688 0.364588 0.926709
7599 1.00189 0.363711 0.931595
7600 1.01772 0.362223 0.94256
7601 1.02772 0.361271 0.948055
7602 1.03482 0.360587 0.950815
7603 1.0353 0.360512 0.947486
7604 1.03725 0.360302 0.945509
7605 1.03921 0.360092 0.943532
7606 1.03672 0.360292 0.937534
7607 1.03124 0.360769 0.928878
7608 1.02722 0.361111 0.921584
7609 1.02318 0.361455 0.914313
7610 1.0221 0.361526 0.909723
7611 1.02176 0.361528 0.905807
7612 1.02366 0.361324 0.903885
7613 1.02556 0.36112 0.901963
7614 1.02821 0.360846 0.900699
7615 1.03086 0.360572 0.899433
7616 1.03578 0.360087 0.900132
7617 1.0445 0.359252 0.904093
7618 1.05703 0.358062 0.911295
7619 1.09009 0.354969 0.936058
7620 1.10578 0.353485 0.945745
7621 1.11846 0.352279 0.952786
7622 2.21176 0.240585 0.588961
7623 2.20229 0.241479 0.58292
7624 2.19391 0.242268 0.577204
7625 2.18773 0.242842 0.572099
7626 2.18376 0.243202 0.567597
7627 2.17865 0.243672 0.562823
7628 2.17353 0.244144 0.558068
7629 2.16838 0.244618 0.553334
7630 2.16097 0.245313 0.54805
7631 2.15691 0.245682 0.54364
7632 2.15058 0.246273 0.538684
7633 2.14198 0.247085 0.53319
7634 2.13786 0.247461 0.52884
7635 2.13033 0.248168 0.523674
7636 2.12618 0.248548 0.519362
7637 2.11974 0.24915 0.514518
7638 2.11668 0.249423 0.510515
7639 2.1136 0.249697 0.506527
7640 2.10938 0.250084 0.502282
7641 2.104 0.250583 0.497786
7642 2.09974 0.250974 0.493576
7643 2.0966 0.251255 0.48965
7644 2.09231 0.251649 0.485473
7645 2.088 0.252044 0.481313
7646 2.08711 0.252106 0.477955
7647 2.08506 0.252281 0.474346
7648 0.936666 0.367966 0.993017
7649 0.948179 0.366858 1.00124
7650 0.953539 0.366328 1.00292
7651 0.957534 0.365926 1.00313
7652 0.959465 0.365718 1.00118
7653 0.96278 0.36538 1.00066
7654 0.966101 0.365042 1.00014
7655 0.969428 0.364702 0.999615
7656 0.972064 0.364428 0.998367
7657 0.978191 0.363825 1.00068
7658 0.979441 0.363681 0.998
7659 0.97122 0.364379 0.977922
7660 0.975254 0.363973 0.978099
7661 0.977884 0.3637 0.976857
7662 0.981225 0.363359 0.976315
7663 0.983862 0.363085 0.975066
7664 0.983661 0.363078 0.97101
7665 0.979182 0.363476 0.962763
7666 0.973965 0.363944 0.953844
7667 0.969435 0.364348 0.94565
7668 0.967743 0.364484 0.940263
7669 0.968905 0.364349 0.937666
7670 0.970784 0.364147 0.935765
7671 0.973382 0.363877 0.934555
7672 0.97959 0.363265 0.936792
7673 0.98726 0.362514 0.940388
7674 0.992056 0.362036 0.941214
7675 0.993961 0.361831 0.939286
7676 0.994412 0.361764 0.935989
7677 0.995585 0.361628 0.933381
7678 0.998945 0.361285 0.93282
7679 1.00889 0.360318 0.938374
7680 1.0196 0.359278 0.944574
7681 1.02667 0.358582 0.947356
7682 1.02935 0.358303 0.946063
7683 1.03056 0.358164 0.943418
7684 1.03324 0.357884 0.942122
7685 1.03667 0.357534 0.941495
7686 1.03714 0.357466 0.938182
7687 1.03389 0.35775 0.931531
7688 1.02765 0.358319 0.92223
7689 1.02286 0.35875 0.914292
7690 1.02179 0.358828 0.909702
7691 1.0207 0.358908 0.905123
7692 1.02335 0.358633 0.903864
7693 1.02524 0.358428 0.901941
7694 1.0294 0.358009 0.901995
7695 1.03206 0.357733 0.900726
7696 1.03774 0.357169 0.902079
7697 1.04645 0.356315 0.906036
7698 1.06656 0.354375 0.919766
7699 1.09204 0.351923 0.937991
7700 1.10925 0.350258 0.948975
7701 1.1227 0.34895 0.956657
7702 2.15519 0.242764 0.65567
7703 2.21741 0.23608 0.594109
7704 2.20908 0.236883 0.588338
7705 2.20073 0.237688 0.582595
7706 2.19457 0.238276 0.577466
7707 2.1884 0.238866 0.57236
7708 2.18443 0.239237 0.567856
7709 2.17821 0.239832 0.562792
7710 2.1742 0.240207 0.558325
7711 2.16794 0.240806 0.553303
7712 2.16166 0.241407 0.548304
7713 2.15423 0.242123 0.543044
7714 2.15015 0.242506 0.538655
7715 2.14267 0.243226 0.533441
7716 2.13517 0.243949 0.528253
7717 2.13103 0.244338 0.523922
7718 2.12575 0.244842 0.519333
7719 2.12044 0.245347 0.514763
7720 2.11738 0.24563 0.510759
7721 2.11431 0.245914 0.50677
7722 2.11009 0.246312 0.502524
7723 2.10244 0.247051 0.497488
7724 2.09704 0.247567 0.493012
7725 2.09504 0.247745 0.489355
7726 2.09189 0.248037 0.485444
7727 2.08873 0.248331 0.481547
7728 2.0844 0.24874 0.477403
7729 2.08236 0.248923 0.473796
7730 0.935669 0.365339 0.99227
7731 0.94855 0.36407 1.00195
7732 0.953223 0.363597 1.0029
7733 0.957217 0.363189 1.00311
7734 0.959839 0.362915 1.00188
7735 0.962464 0.36264 1.00064
7736 0.965784 0.362297 1.00012
7737 0.968416 0.362021 0.998877
7738 0.971746 0.361678 0.998345
7739 0.976477 0.361198 0.999236
7740 0.977725 0.361056 0.996553
7741 0.971608 0.36159 0.978609
7742 0.97353 0.361383 0.976664
7743 0.977569 0.360971 0.976835
7744 0.980202 0.360695 0.97559
7745 0.982837 0.360419 0.974342
7746 0.984056 0.36028 0.971689
7747 0.980292 0.360627 0.964141
7748 0.974367 0.361184 0.954521
7749 0.96984 0.361605 0.946326
7750 0.968866 0.36168 0.941633
7751 0.969315 0.361617 0.938339
7752 0.971913 0.361345 0.937129
7753 0.974514 0.361073 0.935916
7754 0.982165 0.360308 0.93953
7755 0.989839 0.359541 0.94312
7756 0.995363 0.358984 0.944627
7757 0.999451 0.358566 0.944749
7758 1.00137 0.35836 0.94281
7759 1.00328 0.358154 0.940871
7760 1.00812 0.357663 0.941657
7761 1.01881 0.356601 0.947872
7762 1.02441 0.356035 0.949303
7763 1.02635 0.355826 0.947334
7764 1.02683 0.35576 0.944014
7765 1.02803 0.355623 0.941373
7766 1.02997 0.355414 0.939409
7767 1.03561 0.354844 0.940802
7768 1.042 0.354201 0.942851
7769 1.04025 0.354353 0.937527
7770 1.03105 0.355233 0.925545
7771 1.02553 0.355753 0.916934
7772 1.02371 0.355912 0.911674
7773 1.02188 0.356073 0.906428
7774 1.02303 0.355941 0.903842
7775 1.02568 0.355664 0.90258
7776 1.02984 0.355239 0.902633
7777 1.034 0.354813 0.902677
7778 1.04119 0.35409 0.905337
7779 1.0537 0.352848 0.91256
7780 1.07305 0.350934 0.925623
7781 1.10309 0.347973 0.947746
7782 1.11651 0.346639 0.955456
7783 1.12541 0.345748 0.95923
7784 1.12823 0.345452 0.957797
7785 2.14934 0.239371 0.653998
7786 2.15427 0.238855 0.651847
7787 2.21196 0.232627 0.589194
7788 2.20473 0.23334 0.583742
7789 2.19746 0.234055 0.578314
7790 2.19018 0.234773 0.572912
7791 2.18287 0.235494 0.567536
7792 2.17776 0.235992 0.562762
7793 2.17152 0.236604 0.55772
7794 2.16638 0.237106 0.552987
7795 2.16122 0.23761 0.548274
7796 2.15604 0.238117 0.54358
7797 2.14746 0.238966 0.538061
7798 2.14111 0.23959 0.533131
7799 2.13474 0.240217 0.528223
7800 2.12948 0.240733 0.523615
7801 2.12532 0.241136 0.519304
7802 2.12115 0.241541 0.515008
7803 2.11922 0.241718 0.511277
7804 2.11389 0.242241 0.506741
7805 2.1108 0.242537 0.502765
7806 2.10429 0.243178 0.497997
7807 2.0989 0.243707 0.493519
7808 2.09348 0.244239 0.48906
7809 2.08919 0.244656 0.484886
7810 2.08717 0.244845 0.481256
7811 2.08628 0.244919 0.477898
7812 2.08309 0.245225 0.474029
7813 0.948236 0.361348 1.00193
7814 0.953595 0.360798 1.0036
7815 0.95759 0.360384 1.00381
7816 0.959522 0.360176 1.00186
7817 0.962147 0.359899 1.00062
7818 0.964774 0.359622 0.999381
7819 0.967404 0.359344 0.998138
7820 0.970036 0.359066 0.996893
7821 0.975461 0.358509 0.9985
7822 0.973913 0.358649 0.99297
7823 0.973215 0.358661 0.976642
7824 0.977253 0.358242 0.976813
7825 0.978472 0.358106 0.974161
7826 0.981813 0.357757 0.973618
7827 0.98232 0.357692 0.970265
7828 0.979267 0.357983 0.96342
7829 0.975481 0.358348 0.955896
7830 0.971673 0.358715 0.948395
7831 0.970704 0.358798 0.943698
7832 0.971874 0.358667 0.941094
7833 0.974477 0.358392 0.939879
7834 0.978522 0.357973 0.940043
7835 0.986901 0.357119 0.944337
7836 0.994583 0.356335 0.947917
7837 1.00084 0.355694 0.950102
7838 1.00494 0.355269 0.950212
7839 1.00977 0.354771 0.950998
7840 1.01243 0.35449 0.949725
7841 1.01801 0.353916 0.951174
7842 1.02434 0.353268 0.953289
7843 1.02702 0.352985 0.951995
7844 1.0253 0.353143 0.946635
7845 1.02431 0.353229 0.941965
7846 1.02551 0.353094 0.939329
7847 1.02818 0.352812 0.938041
7848 1.03529 0.352084 0.94078
7849 1.04464 0.351131 0.945509
7850 1.04661 0.35092 0.943524
7851 1.03816 0.351754 0.932196
7852 1.02894 0.352666 0.920242
7853 1.02564 0.352984 0.913646
7854 1.02232 0.353304 0.907069
7855 1.02347 0.353175 0.904483
7856 1.02762 0.352744 0.90454
7857 1.03253 0.352237 0.905247
7858 1.03746 0.351729 0.905943
7859 1.04842 0.350613 0.911876
7860 1.06169 0.349266 0.919739
7861 1.08863 0.346544 0.939318
7862 1.10807 0.344574 0.952286
7863 1.11922 0.343439 0.958035
7864 1.12583 0.342759 0.959856
7865 1.12865 0.342461 0.958422
7866 2.14889 0.235444 0.653967
7867 2.14734 0.235589 0.649855
7868 2.14362 0.235958 0.645104
7869 2.14529 0.235772 0.64199
7870 2.21428 0.228431 0.593452
7871 2.20818 0.229045 0.588276
7872 2.20427 0.229433 0.583711
7873 2.19701 0.230166 0.578283
7874 2.19084 0.230787 0.573173
7875 2.18688 0.231181 0.568666
7876 2.17844 0.232037 0.56302
7877 2.1722 0.232665 0.557977
7878 2.16482 0.233411 0.552671
7879 2.15966 0.233929 0.547959
7880 2.1556 0.234334 0.54355
7881 2.14703 0.235202 0.538032
7882 2.13956 0.235959 0.532821
7883 2.13431 0.236486 0.528194
7884 2.12905 0.237015 0.523586
7885 2.12489 0.23743 0.519274
7886 2.12185 0.23773 0.515254
7887 2.1188 0.238032 0.511248
7888 2.11346 0.238569 0.506712
7889 2.10697 0.239224 0.501925
7890 2.10046 0.239882 0.497161
7891 2.0962 0.240308 0.492955
7892 2.0942 0.240502 0.489298
7893 2.08992 0.240931 0.485122
7894 2.08561 0.241363 0.480964
7895 2.08586 0.241325 0.47787
7896 2.08153 0.241759 0.47374
7897 0.946549 0.358766 1.00045
7898 0.952592 0.358135 1.00285
7899 0.956585 0.357716 1.00307
7900 0.958516 0.357508 1.00111
7901 0.96183 0.357158 1.0006
7902 0.963764 0.35695 0.998641
7903 0.966392 0.356671 0.9974
7904 0.969023 0.356391 0.996156
7905 0.974445 0.355825 0.997764
7906 0.974992 0.355759 0.994373
7907 0.979759 0.355223 0.979613
7908 0.981691 0.355015 0.977658
7909 0.983622 0.354808 0.975704
7910 0.984134 0.354746 0.972347
7911 0.983219 0.354831 0.967596
7912 0.979443 0.355211 0.960064
7913 0.975645 0.355593 0.952555
7914 0.974685 0.355682 0.947849
7915 0.975147 0.355626 0.944543
7916 0.977757 0.355349 0.94332
7917 0.982528 0.354849 0.944169
7918 0.989472 0.354125 0.947075
7919 0.99788 0.353251 0.951338
7920 1.00414 0.352597 0.953515
7921 1.00752 0.35224 0.952933
7922 1.01236 0.351733 0.953713
7923 1.01648 0.3513 0.9538
7924 1.02207 0.350715 0.95524
7925 1.02767 0.350129 0.956667
7926 1.02889 0.349994 0.954009
7927 1.02645 0.350237 0.947967
7928 1.02546 0.350331 0.943294
7929 1.02593 0.350274 0.939981
7930 1.0286 0.349989 0.938692
7931 1.03571 0.349247 0.941429
7932 1.0495 0.347817 0.950178
7933 1.05296 0.347452 0.94952
7934 1.0475 0.348006 0.940849
7935 1.03383 0.349406 0.924881
7936 1.02756 0.350044 0.915618
7937 1.025 0.350301 0.9097
7938 1.02541 0.35025 0.906446
7939 1.02956 0.349813 0.906499
7940 1.03372 0.349375 0.906543
7941 1.04392 0.348315 0.911838
7942 1.05715 0.346941 0.919727
7943 1.07346 0.34525 0.930191
7944 1.10041 0.342461 0.949747
7945 1.11532 0.340914 0.958781
7946 1.12344 0.340066 0.961914
7947 1.12854 0.339531 0.962429
7948 1.13213 0.339152 0.961637
7949 2.13668 0.232728 0.643121
7950 2.13618 0.232772 0.639368
7951 2.13459 0.232929 0.6353
7952 2.14059 0.232295 0.633491
7953 2.14442 0.231886 0.631034
7954 2.21605 0.224264 0.594015
7955 2.20884 0.22501 0.58854
7956 2.20382 0.225526 0.58368
7957 2.19879 0.226044 0.578838
7958 2.18928 0.22703 0.572851
7959 2.18421 0.227553 0.568055
7960 2.17464 0.228545 0.562123
7961 2.1684 0.22919 0.557085
7962 2.16214 0.229837 0.552069
7963 2.15586 0.230486 0.547076
7964 2.15292 0.230786 0.542954
7965 2.14772 0.231322 0.538283
7966 2.138 0.232331 0.532511
7967 2.13275 0.232872 0.527885
7968 2.12974 0.233179 0.523834
7969 2.12559 0.233605 0.519521
7970 2.12142 0.234034 0.515224
7971 2.11724 0.234464 0.510945
7972 2.11304 0.234896 0.506682
7973 2.10882 0.23533 0.502437
7974 2.10345 0.235884 0.497939
7975 2.09692 0.23656 0.493193
7976 2.09151 0.237119 0.488736
7977 2.08836 0.237441 0.484829
7978 2.08405 0.237885 0.480672
7979 2.0843 0.237851 0.477579
7980 2.08569 0.237698 0.474753
7981 0.941435 0.356554 0.995358
7982 0.950215 0.355622 1.00066
7983 0.95558 0.355052 1.00233
7984 0.9582 0.354771 1.00109
7985 0.960822 0.354491 0.999858
7986 0.962755 0.354283 0.997901
7987 0.966075 0.353928 0.997378
7988 0.968011 0.35372 0.995419
7989 0.97134 0.353365 0.994888
7990 0.973278 0.353156 0.992926
7991 0.98632 0.351756 0.982563
7992 0.984721 0.351921 0.977087
7993 0.984527 0.351938 0.973026
7994 0.984325 0.351956 0.968974
7995 0.98269 0.352125 0.963534
7996 0.978901 0.352522 0.956017
7997 0.977234 0.352695 0.95061
7998 0.978419 0.352566 0.947992
7999 0.981035 0.352286 0.946762
8000 0.985812 0.351777 0.947603
8001 0.993482 0.350963 0.951192
8002 1.00262 0.349993 0.956135
8003 1.00672 0.349556 0.956241
8004 1.0101 0.349195 0.955653
8005 1.01422 0.348756 0.955744
8006 1.01762 0.348393 0.955143
8007 1.02321 0.347799 0.956581
8008 1.02808 0.34728 0.957325
8009 1.03004 0.347069 0.955344
8010 1.02833 0.347246 0.949977
8011 1.02661 0.347425 0.944624
8012 1.02634 0.347449 0.940634
8013 1.02902 0.347163 0.939343
8014 1.03465 0.346563 0.940736
8015 1.04844 0.345102 0.949486
8016 1.05412 0.344498 0.950835
8017 1.04792 0.345149 0.941494
8018 1.03575 0.346434 0.926857
8019 1.02948 0.347093 0.917589
8020 1.02618 0.347439 0.911005
8021 1.02659 0.347392 0.907748
8022 1.03075 0.346949 0.907798
8023 1.03641 0.346346 0.909157
8024 1.05263 0.344627 0.919705
8025 1.0689 0.342902 0.930201
8026 1.08748 0.340932 0.942606
8027 1.1084 0.338716 0.956909
8028 1.11726 0.337775 0.960713
8029 1.12462 0.336992 0.963192
8030 1.1282 0.336609 0.962405
8031 1.13179 0.336226 0.961613
8032 2.13191 0.229292 0.641789
8033 2.13032 0.229458 0.637717
8034 2.12765 0.229739 0.633334
8035 2.13146 0.22933 0.630891
8036 2.13202 0.229267 0.627487
8037 2.21116 0.220797 0.592796
8038 2.20727 0.221207 0.588214
8039 2.20115 0.221855 0.58306
8040 2.19612 0.222387 0.578222
8041 2.18772 0.223277 0.572529
8042 2.18376 0.223695 0.568024
8043 2.17532 0.22459 0.562382
8044 2.16908 0.22525 0.557342
8045 2.1617 0.226032 0.552039
8046 2.15542 0.226697 0.547046
8047 2.15024 0.227245 0.542358
8048 2.14504 0.227796 0.53769
8049 2.13981 0.228348 0.533042
8050 2.13457 0.228902 0.528413
8051 2.13157 0.229219 0.524359
8052 2.12742 0.229657 0.520043
8053 2.12326 0.230097 0.515744
8054 2.11908 0.230539 0.511462
8055 2.11375 0.231103 0.506925
8056 2.10953 0.231548 0.502678
8057 2.10189 0.232358 0.497641
8058 2.0965 0.232929 0.493165
8059 2.09223 0.23338 0.488974
8060 2.08908 0.233712 0.485065
8061 2.08706 0.233924 0.481433
8062 2.08389 0.234259 0.477551
8063 2.08184 0.234474 0.473943
8064 0.939751 0.353997 0.993887
8065 0.949213 0.352972 0.999916
8066 0.955952 0.352242 1.00303
8067 0.957883 0.352035 1.00107
8068 0.959814 0.351827 0.999117
8069 0.96313 0.351469 0.998598
8070 0.965758 0.351186 0.997357
8071 0.967694 0.350977 0.995398
8072 0.972415 0.350467 0.996293
8073 0.975752 0.350107 0.995753
8074 0.991652 0.348392 0.988172
8075 0.987943 0.348797 0.980577
8076 0.987047 0.348896 0.975808
8077 0.989693 0.34861 0.974549
8078 0.989495 0.348634 0.970494
8079 0.985008 0.349122 0.962267
8080 0.981925 0.349459 0.955456
8081 0.982404 0.349408 0.952134
8082 0.984311 0.349203 0.950204
8083 0.989094 0.348686 0.951037
8084 0.996049 0.347933 0.953929
8085 1.00302 0.347178 0.956801
8086 1.0064 0.346814 0.956219
8087 1.00906 0.346527 0.954946
8088 1.011 0.346319 0.952986
8089 1.01512 0.345874 0.953073
8090 1.02289 0.345033 0.956559
8091 1.02922 0.344347 0.958663
8092 1.0341 0.343819 0.959393
8093 1.03241 0.344005 0.954017
8094 1.02923 0.344352 0.947305
8095 1.02823 0.344461 0.942635
8096 1.02944 0.344332 0.939994
8097 1.0336 0.343883 0.940043
8098 1.04516 0.342631 0.946783
8099 1.05305 0.341776 0.950144
8100 1.04983 0.342127 0.943474
8101 1.03618 0.34361 0.927501
8102 1.03066 0.34421 0.918897
8103 1.0281 0.344489 0.912972
8104 1.02852 0.344446 0.909711
8105 1.03418 0.343834 0.911077
8106 1.03985 0.34322 0.912429
8107 1.06359 0.340647 0.929544
8108 1.07686 0.33921 0.937394
8109 1.10225 0.336458 0.955675
8110 1.11487 0.335091 0.962765
8111 1.11995 0.334542 0.963297
8112 1.12656 0.333827 0.965119
8113 1.12939 0.333522 0.96368
8114 1.13145 0.3333 0.96159
8115 2.13146 0.225405 0.641759
8116 2.12555 0.226046 0.636391
8117 2.12178 0.226455 0.631691
8118 2.12342 0.22628 0.628613
8119 2.12723 0.225869 0.626177
8120 2.13539 0.224988 0.625012
8121 2.14574 0.22387 0.624466
8122 2.21181 0.216747 0.593062
8123 2.20793 0.217168 0.588478
8124 2.20181 0.217832 0.583323
8125 2.19567 0.218498 0.578191
8126 2.18727 0.219407 0.572498
8127 2.1822 0.219958 0.567704
8128 2.17376 0.220873 0.562063
8129 2.1664 0.22167 0.556737
8130 2.16126 0.222227 0.552009
8131 2.15722 0.222666 0.547585
8132 2.1498 0.22347 0.542328
8133 2.14572 0.223913 0.537942
8134 2.14051 0.224479 0.533292
8135 2.13639 0.224925 0.528941
8136 2.13114 0.225495 0.52433
8137 2.12699 0.225945 0.520014
8138 2.12396 0.226275 0.51599
8139 2.11978 0.226728 0.511706
8140 2.11332 0.227428 0.506896
8141 2.10911 0.227886 0.502649
8142 2.1026 0.228591 0.497881
8143 2.09835 0.229052 0.493671
8144 2.09295 0.229638 0.489211
8145 2.09094 0.229856 0.485566
8146 2.08664 0.230323 0.481405
8147 2.08804 0.230173 0.47857
8148 2.08715 0.230271 0.475218
8149 0.936013 0.351678 0.990241
8150 0.948212 0.350326 0.999171
8151 0.95426 0.349659 1.00156
8152 0.958946 0.349144 1.00249
8153 0.96088 0.348936 1.00053
8154 0.963506 0.348651 0.999294
8155 0.965441 0.348443 0.997335
8156 0.968072 0.348157 0.996091
8157 0.972097 0.347716 0.996272
8158 0.975434 0.347352 0.995732
8159 0.994863 0.345233 0.991669
8160 0.988332 0.345967 0.981258
8161 0.990984 0.345679 0.979993
8162 0.992927 0.34547 0.978025
8163 0.990601 0.345737 0.971869
8164 0.99325 0.345449 0.970607
8165 0.985899 0.346274 0.959607
8166 0.986386 0.346227 0.956277
8167 0.987585 0.346101 0.953645
8168 0.991655 0.345655 0.953781
8169 0.997174 0.345048 0.955287
8170 1.00415 0.344279 0.958156
8171 1.00608 0.344071 0.956197
8172 1.0073 0.343943 0.953553
8173 1.00778 0.343897 0.950227
8174 1.01334 0.343285 0.951686
8175 1.01892 0.342671 0.953131
8176 1.03036 0.341407 0.960001
8177 1.03524 0.340871 0.960727
8178 1.03868 0.340496 0.960089
8179 1.03404 0.341018 0.952012
8180 1.03159 0.341298 0.945984
8181 1.03133 0.341334 0.941991
8182 1.03475 0.34096 0.941364
8183 1.04558 0.339764 0.947431
8184 1.05125 0.339141 0.948785
